,Train/Test Split ID,classifier,params,Threshold,Accuracy,Precision,Recall,F1,AUC_ROC Score
0,2,LogisticRegression,"{'C': 0.1, 'penalty': 'l2'}",0.01,0.710974284679464,0.2828054298642534,0.009939567430025446,0.01920417882931326,0.49995396093020267
1,2,LogisticRegression,"{'C': 0.1, 'penalty': 'l2'}",0.02,0.7066280333212605,0.2828054298642534,0.01987913486005089,0.03714710252600298,0.49990792186040517
2,2,LogisticRegression,"{'C': 0.1, 'penalty': 'l2'}",0.05,0.6940193770373053,0.2870076957899502,0.05041348600508906,0.08576259722691919,0.5002858569265952
3,2,LogisticRegression,"{'C': 0.1, 'penalty': 'l2'}",0.1,0.6726276711336472,0.28655500226346764,0.1006679389312977,0.14899376250441332,0.5004605517441298
4,2,LogisticRegression,"{'C': 0.1, 'penalty': 'l2'}",0.2,0.6307497283592901,0.2885921231326392,0.20276717557251908,0.23818419577806837,0.5019215624698039
5,2,LogisticRegression,"{'C': 0.1, 'penalty': 'l2'}",0.3,0.5855441868888084,0.28370934882668075,0.2989821882951654,0.29114561152193263,0.499285397945051
6,2,LogisticRegression,"{'C': 0.1, 'penalty': 'l2'}",0.5,0.5000905469032959,0.2847700108656284,0.5001590330788804,0.36291253173321025,0.5001111621090605
0,2,LogisticRegression,"{'C': 1, 'penalty': 'l1'}",0.01,0.7102951829047447,0.248868778280543,0.008746819338422392,0.016899677369795665,0.4991202451122492
1,2,LogisticRegression,"{'C': 1, 'penalty': 'l1'}",0.02,0.706084751901485,0.2692307692307692,0.018924936386768447,0.03536404160475482,0.4992409492060425
2,2,LogisticRegression,"{'C': 1, 'penalty': 'l1'}",0.05,0.6935666425208258,0.2824807605251245,0.04961832061068702,0.08440987487318227,0.49973004638129287
3,2,LogisticRegression,"{'C': 1, 'penalty': 'l1'}",0.1,0.6732162260050706,0.2894975101856043,0.10170165394402035,0.15052371425208896,0.5011831054530228
4,2,LogisticRegression,"{'C': 1, 'penalty': 'l1'}",0.2,0.6317004708438971,0.2909687641466727,0.20443702290076335,0.240145712684476,0.5030887646149386
5,2,LogisticRegression,"{'C': 1, 'penalty': 'l1'}",0.3,0.5889849692140529,0.2894438994944541,0.3050254452926209,0.29703046962716323,0.5035095580893484
6,2,LogisticRegression,"{'C': 1, 'penalty': 'l1'}",0.5,0.5044820717131474,0.2891615356754799,0.5078721374045801,0.3685091160858528,0.5055025243984925
0,2,LogisticRegression,"{'C': 1, 'penalty': 'l2'}",0.01,0.7107026439695763,0.2692307692307692,0.009462468193384223,0.01828237824550622,0.49962047460302117
1,2,LogisticRegression,"{'C': 1, 'penalty': 'l2'}",0.02,0.7063111191597248,0.2748868778280543,0.019322519083969467,0.03610698365527489,0.4995188544786936
2,2,LogisticRegression,"{'C': 1, 'penalty': 'l2'}",0.05,0.6918915248098515,0.26573110004526934,0.046676208651399494,0.07940480216435578,0.4976735473636745
3,2,LogisticRegression,"{'C': 1, 'penalty': 'l2'}",0.1,0.6712241941325606,0.27953825260298776,0.0982029262086514,0.14534541602918677,0.49873753905369284
4,2,LogisticRegression,"{'C': 1, 'penalty': 'l2'}",0.2,0.6297989858746831,0.2862154821186057,0.20109732824427481,0.23622267887166074,0.500754360324669
5,2,LogisticRegression,"{'C': 1, 'penalty': 'l2'}",0.3,0.5848198116624411,0.28250207500188634,0.29770992366412213,0.2899066940260947,0.4983961010725674
6,2,LogisticRegression,"{'C': 1, 'penalty': 'l2'}",0.5,0.4977816008692503,0.2824610648315828,0.49610368956743,0.3599699976921302,0.4972765283280188
0,2,LogisticRegression,"{'C': 10, 'penalty': 'l1'}",0.01,0.7108837377761681,0.27828054298642535,0.009780534351145039,0.018896911968044244,0.49984279882114213
1,2,LogisticRegression,"{'C': 10, 'penalty': 'l1'}",0.02,0.7065374864179645,0.28054298642533937,0.019720101781170483,0.03684992570579494,0.4997967597513448
2,2,LogisticRegression,"{'C': 10, 'penalty': 'l1'}",0.05,0.6938382832307135,0.28519692168401994,0.050095419847328244,0.08522150828542442,0.5000635327084743
3,2,LogisticRegression,"{'C': 10, 'penalty': 'l1'}",0.1,0.6716316551973922,0.28157537347215933,0.09891857506361323,0.14640461339296224,0.49923776854446483
4,2,LogisticRegression,"{'C': 10, 'penalty': 'l1'}",0.2,0.6272636725823977,0.2798777727478497,0.19664440203562342,0.2309919671212404,0.49764182127097634
5,2,LogisticRegression,"{'C': 10, 'penalty': 'l1'}",0.3,0.58395961608113,0.281068437334943,0.29619910941475824,0.28843547949978704,0.4973400610364931
6,2,LogisticRegression,"{'C': 10, 'penalty': 'l1'}",0.5,0.4997283592901123,0.2844078232524448,0.49952290076335876,0.362450957765982,0.49966651367281867
0,2,LogisticRegression,"{'C': 10, 'penalty': 'l2'}",0.01,0.7105668236146324,0.26244343891402716,0.009223918575063612,0.017821477953602703,0.4994537314394305
1,2,LogisticRegression,"{'C': 10, 'penalty': 'l2'}",0.02,0.7062205722564289,0.27262443438914025,0.019163486005089058,0.03580980683506687,0.49940769236963317
2,2,LogisticRegression,"{'C': 10, 'penalty': 'l2'}",0.05,0.6934308221658819,0.2811226799456768,0.049379770992366415,0.08400405816706122,0.4995633032177022
3,2,LogisticRegression,"{'C': 10, 'penalty': 'l2'}",0.1,0.6724013038754074,0.2854232684472612,0.10027035623409669,0.14840531952453806,0.5001826464714788
4,2,LogisticRegression,"{'C': 10, 'penalty': 'l2'}",0.2,0.6299348062296269,0.28655500226346764,0.2013358778625954,0.23650289557257612,0.5009211034882597
5,2,LogisticRegression,"{'C': 10, 'penalty': 'l2'}",0.3,0.5852272727272727,0.2831811665283332,0.29842557251908397,0.29060358511750356,0.49889633056333943
6,2,LogisticRegression,"{'C': 10, 'penalty': 'l2'}",0.5,0.5014940239043825,0.286173487866715,0.5026240458015268,0.3647011308562197,0.5018341747994975
0,2,LogisticRegression,"{'C': 100, 'penalty': 'l1'}",0.01,0.7116533864541833,0.3167420814479638,0.0111323155216285,0.02150868028883085,0.500787676748156
1,2,LogisticRegression,"{'C': 100, 'penalty': 'l1'}",0.02,0.7068091271278523,0.2873303167420814,0.020197201017811705,0.03774145616641902,0.5001302460785261
2,2,LogisticRegression,"{'C': 100, 'penalty': 'l1'}",0.05,0.694381564650489,0.2906292440018108,0.05104961832061069,0.08684477510990869,0.500730505362837
3,2,LogisticRegression,"{'C': 100, 'penalty': 'l1'}",0.1,0.6731709525534226,0.2892711634223631,0.10162213740458015,0.1504060256561139,0.5011275243984926
4,2,LogisticRegression,"{'C': 100, 'penalty': 'l1'}",0.2,0.631791017747193,0.291195110909914,0.20459605597964375,0.24033252381841957,0.503199926723999
5,2,LogisticRegression,"{'C': 100, 'penalty': 'l1'}",0.3,0.5919730170228178,0.2944239040217309,0.3102735368956743,0.302141004297495,0.5071779076883434
6,2,LogisticRegression,"{'C': 100, 'penalty': 'l1'}",0.5,0.5043009779065556,0.2889804418688881,0.5075540712468194,0.3682783291022386,0.5052802001803717
0,2,LogisticRegression,"{'C': 100, 'penalty': 'l2'}",0.01,0.7108384643245201,0.27601809954751133,0.009701017811704835,0.018743278537409737,0.49978721776661184
1,2,LogisticRegression,"{'C': 100, 'penalty': 'l2'}",0.02,0.7058583846432452,0.26357466063348417,0.01852735368956743,0.03462109955423477,0.4989630439333913
2,2,LogisticRegression,"{'C': 100, 'penalty': 'l2'}",0.05,0.6946079319087287,0.29289271163422365,0.0514472010178117,0.08752113628677714,0.5010084106354882
3,2,LogisticRegression,"{'C': 100, 'penalty': 'l2'}",0.1,0.672763491488591,0.2872340425531915,0.10090648854961833,0.1493468282923385,0.5006272949077205
4,2,LogisticRegression,"{'C': 100, 'penalty': 'l2'}",0.2,0.6287576964867801,0.2836124943413309,0.19926844783715011,0.23407435083130954,0.49947599607047377
5,2,LogisticRegression,"{'C': 100, 'penalty': 'l2'}",0.3,0.5850914523723288,0.2829548026861843,0.2981870229007634,0.290371288087034,0.4987295873997488
6,2,LogisticRegression,"{'C': 100, 'penalty': 'l2'}",0.5,0.5009054690329591,0.2855849329952916,0.5015903307888041,0.36395107315947384,0.5011116210906046
0,2,SVM,{'C': 0.1},0.01,0.7110648315827599,0.2873303167420814,0.010098600508905852,0.019511445690582267,0.5000651230392631
1,2,SVM,{'C': 0.1},0.02,0.707035494386092,0.29298642533936653,0.02059478371501272,0.03848439821693908,0.5004081513511772
2,2,SVM,{'C': 0.1},0.05,0.6938382832307135,0.28519692168401994,0.050095419847328244,0.08522150828542442,0.5000635327084743
3,2,SVM,{'C': 0.1},0.1,0.6717222021006881,0.2820280669986419,0.09907760814249364,0.1466399905849123,0.49934893065352526
4,2,SVM,{'C': 0.1},0.2,0.6275805867439334,0.2806699864191942,0.19720101781170485,0.23164580609004298,0.4980308886526878
5,2,SVM,{'C': 0.1},0.3,0.584910358565737,0.28265298422998564,0.29786895674300257,0.29006155871307443,0.49850726318162786
6,2,SVM,{'C': 0.1},0.5,0.5002263672582398,0.2849058312205723,0.500397582697201,0.3630856219709209,0.5002779052726511
0,2,SVM,{'C': 1},0.01,0.7112459253893517,0.29638009049773756,0.010416666666666666,0.020125979413120294,0.500287447257384
1,2,SVM,{'C': 1},0.02,0.70708076783774,0.29411764705882354,0.020674300254452927,0.03863298662704309,0.5004637324057074
2,2,SVM,{'C': 1},0.05,0.6939741035856574,0.28655500226346764,0.05033396946564885,0.08562732499154549,0.5002302758720649
3,2,SVM,{'C': 1},0.1,0.6712694675842086,0.27976459936622905,0.0982824427480916,0.1454631046251618,0.49879312010822296
4,2,SVM,{'C': 1},0.2,0.6289840637450199,0.28417836124943413,0.19966603053435114,0.23454137866616853,0.4997539013431249
5,2,SVM,{'C': 1},0.3,0.5830541470481709,0.27955934505395,0.2946087786259542,0.28688683262998954,0.4962284399458885
6,2,SVM,{'C': 1},0.5,0.4963781238681637,0.28105758783049617,0.49363867684478374,0.3581813985691207,0.49555351563758177
0,2,SVM,{'C': 10},0.01,0.7111101050344079,0.2895927601809955,0.010178117048346057,0.019665079121216778,0.5001207040937933
1,2,SVM,{'C': 10},0.02,0.7064016660630207,0.27714932126696834,0.01948155216284987,0.036404160475482915,0.4996300165877541
2,2,SVM,{'C': 10},0.05,0.6926159000362188,0.2729741964689905,0.04794847328244275,0.0815691579303348,0.49856284423615804
3,2,SVM,{'C': 10},0.1,0.671858022455632,0.2827071072883658,0.09931615776081425,0.14699305637283747,0.4995156738171159
4,2,SVM,{'C': 10},0.2,0.6286671495834842,0.2833861475780896,0.1991094147582697,0.23388753969736595,0.49936483396141335
5,2,SVM,{'C': 10},0.3,0.5865402028250634,0.28536935033577304,0.30073155216284986,0.29284912307870997,0.5005081811447161
6,2,SVM,{'C': 10},0.5,0.4992303513219848,0.2839098152843173,0.49864821882951654,0.36181629356104317,0.4990551220729861
0,2,SVM,{'C': 100},0.01,0.7110648315827599,0.2873303167420814,0.010098600508905852,0.019511445690582267,0.5000651230392631
1,2,SVM,{'C': 100},0.02,0.707035494386092,0.29298642533936653,0.02059478371501272,0.03848439821693908,0.5004081513511772
2,2,SVM,{'C': 100},0.05,0.6939741035856574,0.28655500226346764,0.05033396946564885,0.08562732499154549,0.5002302758720649
3,2,SVM,{'C': 100},0.1,0.6742575153929735,0.2947034857401539,0.10353053435114504,0.15323055195951513,0.5024614697072181
4,2,SVM,{'C': 100},0.2,0.6313382832307135,0.29006337709370755,0.20380089058524173,0.23939846814870164,0.5026441161786968
5,2,SVM,{'C': 100},0.3,0.5885775081492213,0.28876480796800724,0.30430979643765904,0.29633357853575437,0.5030093285985764
6,2,SVM,{'C': 100},0.5,0.5027164070988772,0.28739587106120973,0.5047709923664122,0.366258942995615,0.5033348632718138
0,2,BA,{'n_estimators': 10},0.01,0.711019558131112,0.2850678733031674,0.010019083969465648,0.019357812259947763,0.5000095419847328
1,2,BA,{'n_estimators': 10},0.02,0.7064922129663166,0.27941176470588236,0.01964058524173028,0.03670133729569093,0.4997411786968145
2,2,BA,{'n_estimators': 10},0.05,0.693340275262586,0.28021729289271163,0.049220737913486,0.08373351369631382,0.49945214110864167
3,2,BA,{'n_estimators': 10},0.1,0.6735331401666063,0.29108193752829337,0.10225826972010178,0.15134753442391433,0.5015721728347344
4,2,BA,{'n_estimators': 10},0.2,0.6293462513582035,0.2850837483023993,0.20030216284987276,0.23528862320194285,0.5001985497793667
5,2,BA,{'n_estimators': 10},0.3,0.5855441868888084,0.28370934882668075,0.2989821882951654,0.29114561152193263,0.499285397945051
6,2,BA,{'n_estimators': 10},0.5,0.5007243752263673,0.28540383918869977,0.5012722646310432,0.3637202861758598,0.5008892968724836
0,2,BA,{'n_estimators': 25},0.01,0.7112006519377038,0.29411764705882354,0.010337150127226464,0.01997234598248579,0.5002318662028538
1,2,BA,{'n_estimators': 25},0.02,0.7068091271278523,0.2873303167420814,0.020197201017811705,0.03774145616641902,0.5001302460785261
2,2,BA,{'n_estimators': 25},0.05,0.6939288301340094,0.28610230873698506,0.05025445292620865,0.08549205275617179,0.5001746948175347
3,2,BA,{'n_estimators': 25},0.1,0.6724918507787033,0.28587596197374376,0.1004293893129771,0.1486406967164882,0.5002938085805392
4,2,BA,{'n_estimators': 25},0.2,0.6325606664252083,0.29311905839746494,0.20594783715012724,0.24192041845694004,0.504144804651013
5,2,BA,{'n_estimators': 25},0.3,0.5891660630206447,0.2897457179506527,0.3053435114503817,0.29734019900112274,0.5037318823074693
6,2,BA,{'n_estimators': 25},0.5,0.5042557044549076,0.28893516841724015,0.5074745547073791,0.3682206323563351,0.5052246191258415
0,2,BA,{'n_estimators': 50},0.01,0.7116533864541833,0.3167420814479638,0.0111323155216285,0.02150868028883085,0.500787676748156
1,2,BA,{'n_estimators': 50},0.02,0.7067185802245564,0.2850678733031674,0.020038167938931296,0.037444279346210994,0.5000190839694656
2,2,BA,{'n_estimators': 50},0.05,0.6953775805867439,0.30058850158442735,0.052798982188295165,0.08982076428812988,0.501953288562502
3,2,BA,{'n_estimators': 50},0.1,0.6752535313292285,0.2996831145314622,0.10527989821882952,0.15581970107096624,0.5036842529068831
4,2,BA,{'n_estimators': 50},0.2,0.6311571894241217,0.28961068356722497,0.20348282442748092,0.2390248458808145,0.5024217919605759
5,2,BA,{'n_estimators': 50},0.3,0.5883058674393336,0.28831208028370936,0.3038326972010178,0.29586898447481513,0.502675842271395
6,2,BA,{'n_estimators': 50},0.5,0.49963781238681637,0.2843172763491489,0.4993638676844784,0.36233556427417496,0.49955535156375813
0,2,GB,{'n_estimators': 10},0.01,0.710929011227816,0.28054298642533937,0.009860050890585241,0.019050545398678752,0.49989837987567237
1,2,GB,{'n_estimators': 10},0.02,0.7071713147410359,0.29638009049773756,0.020833333333333332,0.038930163447251115,0.5005748945147679
2,2,GB,{'n_estimators': 10},0.05,0.6935213690691778,0.2820280669986419,0.04953880407124682,0.08427460263780859,0.49967446532676263
3,2,GB,{'n_estimators': 10},0.1,0.6715411082940963,0.2811226799456768,0.09875954198473283,0.14616923620101213,0.4991266064354044
4,2,GB,{'n_estimators': 10},0.2,0.6286218761318363,0.28327297419646896,0.19902989821882952,0.23379413413039418,0.4993092529068831
5,2,GB,{'n_estimators': 10},0.3,0.5877173125679102,0.2873311703010639,0.30279898218829515,0.29486236400944676,0.5019532885625021
6,2,GB,{'n_estimators': 10},0.5,0.49877761680550525,0.28345708076783777,0.4978530534351145,0.3612393261020079,0.4984993115276838
0,2,GB,{'n_estimators': 25},0.01,0.710974284679464,0.2828054298642534,0.009939567430025446,0.01920417882931326,0.49995396093020267
1,2,GB,{'n_estimators': 25},0.02,0.7059942049981891,0.2669683257918552,0.018765903307888042,0.03506686478454681,0.49912978709698197
2,2,GB,{'n_estimators': 25},0.05,0.6927064469395147,0.2738795835219556,0.04810750636132315,0.08183970240108217,0.4986740063452186
3,2,GB,{'n_estimators': 25},0.1,0.6714052879391524,0.2804436396559529,0.09852099236641221,0.14581617041308695,0.49895986327181374
4,2,GB,{'n_estimators': 25},0.2,0.6265392973560304,0.2780669986419194,0.19537213740458015,0.22949747804969176,0.49675252439849255
5,2,GB,{'n_estimators': 25},0.3,0.5843218036943136,0.2816720742473402,0.2968352417302799,0.289054938247706,0.4977847094727349
6,2,GB,{'n_estimators': 25},0.5,0.4975552336110105,0.282234697573343,0.49570610687022904,0.35968151396261255,0.4969986230553677
0,2,GB,{'n_estimators': 50},0.01,0.7113364722926476,0.3009049773755656,0.010575699745547075,0.020433246274389312,0.5003986093664444
1,2,GB,{'n_estimators': 50},0.02,0.7072165881926838,0.29751131221719457,0.020912849872773538,0.039078751857355126,0.5006304755692982
2,2,GB,{'n_estimators': 50},0.05,0.6961019558131112,0.30783159800814847,0.05407124681933842,0.09198512005410887,0.5028425854349857
3,2,GB,{'n_estimators': 50},0.1,0.6750271640709887,0.2985513807152558,0.1048823155216285,0.15523125809109098,0.503406347634232
4,2,GB,{'n_estimators': 50},0.2,0.6303422672944585,0.2875735626980534,0.20205152671755724,0.23734354567532223,0.5014213329790318
5,2,GB,{'n_estimators': 50},0.3,0.5883511408909815,0.288387534897759,0.303912213740458,0.29594641681830497,0.5027314233259252
6,2,GB,{'n_estimators': 50},0.5,0.5014487504527345,0.28612821441506703,0.5025445292620865,0.36464343411031624,0.5017785937449674
0,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.01,0.7114722926475915,0.3076923076923077,0.010814249363867684,0.020894146566292824,0.5005653525300351
1,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.02,0.7063111191597248,0.2748868778280543,0.019322519083969467,0.03610698365527489,0.4995188544786936
2,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.05,0.6922989858746831,0.2698053417836125,0.04739185750636132,0.08062225228271898,0.4981737768544464
3,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.1,0.6710431003259688,0.27863286555002265,0.09788486005089059,0.14487466164528656,0.4985152148355719
4,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.2,0.628938790293372,0.2840651878678135,0.19958651399491095,0.2344479730991967,0.4996983202885947
5,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.3,0.583914342629482,0.2809929827208934,0.2961195928753181,0.2883580471562972,0.4972844799819629
6,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 10}",0.5,0.499003984063745,0.28368344802607753,0.4982506361323155,0.3615278098315255,0.498777216800335
0,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.01,0.7114722926475915,0.3076923076923077,0.010814249363867684,0.020894146566292824,0.5005653525300351
1,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.02,0.7081220572256429,0.3201357466063348,0.02250318066157761,0.04205052005943536,0.5017420966599028
2,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.05,0.6947890257153205,0.2947034857401539,0.05176526717557252,0.0880622252282719,0.501230734853609
3,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.1,0.6710883737776168,0.27885921231326394,0.09796437659033079,0.1449923502412616,0.4985707958901021
4,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.2,0.6279880478087649,0.28168854685378,0.19791666666666666,0.23248645619278907,0.49853111814345996
5,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.3,0.5833710612097066,0.2800875273522976,0.2951653944020356,0.28742885903441867,0.49661750732760007
6,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 50}",0.5,0.49827960883737776,0.2829590727997103,0.4969783715012723,0.360604661897069,0.4978879199278513
0,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.01,0.7116081130025353,0.31447963800904977,0.011052798982188295,0.021355046858196343,0.5007320956936258
1,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.02,0.708076783773995,0.3190045248868778,0.022423664122137404,0.04190193164933135,0.5016865156053725
2,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.05,0.6951512133285042,0.2983250339520145,0.052401399491094146,0.08914440311126143,0.5016753832898508
3,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.1,0.6713600144875045,0.28021729289271163,0.098441475826972,0.14569848181711192,0.4989042822172835
4,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.2,0.6281238681637088,0.2820280669986419,0.19815521628498728,0.23276667289370448,0.4986978613070506
5,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.3,0.5865854762767113,0.28544480494982266,0.3008110687022901,0.2929265554221998,0.5005637621992463
6,2,RandomForest,"{'criterion': 'gini', 'max_depth': 1, 'n_estimators': 100}",0.5,0.500996015936255,0.2856754798985875,0.5017493638676844,0.3640664666512809,0.501222783199665
0,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.01,0.7108837377761681,0.27828054298642535,0.009780534351145039,0.018896911968044244,0.49984279882114213
1,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.02,0.7066733067729084,0.2839366515837104,0.019958651399491094,0.03729569093610698,0.49996350291493546
2,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.05,0.6945626584570808,0.29244001810774106,0.0513676844783715,0.08738586405140344,0.5009528295809579
3,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.1,0.6726276711336472,0.28655500226346764,0.1006679389312977,0.14899376250441332,0.5004605517441298
4,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.2,0.6297537124230351,0.28610230873698506,0.2010178117048346,0.23612927330468897,0.5006987792701388
5,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.3,0.5848650851140891,0.282577529615936,0.29778944020356235,0.28998412636958454,0.4984516821270976
6,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 10}",0.5,0.5,0.2846794639623325,0.5,0.36279713824140325,0.5
0,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.01,0.7113817457442956,0.3031674208144796,0.010655216284987277,0.020586879705023813,0.5004541904209747
1,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.02,0.7066280333212605,0.2828054298642534,0.01987913486005089,0.03714710252600298,0.49990792186040517
2,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.05,0.694291017747193,0.2897238569488456,0.05089058524173028,0.08657423063916131,0.5006193432537765
3,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.1,0.6722654835204636,0.28474422815753736,0.10003180661577608,0.14805225373661293,0.5000159033078881
4,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.2,0.6273994929373415,0.28021729289271163,0.196882951653944,0.23127218382215578,0.497808564434567
5,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.3,0.5874456718580224,0.28687844261676604,0.30232188295165396,0.2943977699485075,0.5016198022353207
6,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 50}",0.5,0.5029880478087649,0.28766751177109745,0.5052480916030534,0.36660512347103624,0.5036683495989951
0,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.01,0.7117892068091272,0.3235294117647059,0.011370865139949109,0.021969580580734366,0.5009544199117467
1,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.02,0.7072165881926838,0.29751131221719457,0.020912849872773538,0.039078751857355126,0.5006304755692982
2,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.05,0.6942457442955451,0.2892711634223631,0.050811068702290074,0.08643895840378762,0.5005637621992463
3,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.1,0.6722202100688156,0.28451788139429607,0.09995229007633588,0.14793456514063788,0.4999603222533578
4,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.2,0.6291651575516117,0.2846310547759167,0.19998409669211195,0.23491500093405565,0.4999762255612459
5,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.3,0.5864043824701195,0.2851429864936241,0.30049300254452926,0.29261682604824035,0.5003414379811255
6,2,RandomForest,"{'criterion': 'gini', 'max_depth': 5, 'n_estimators': 100}",0.5,0.49886816370880116,0.2835476276711337,0.4980120865139949,0.361354719593815,0.4986104736367443
0,2,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.01,0.7111553784860558,0.2918552036199095,0.01025763358778626,0.019818712551851282,0.5001762851483235
1,2,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.02,0.7062658457080768,0.2737556561085973,0.01924300254452926,0.035958395245170874,0.4994632734241633
2,2,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.05,0.693340275262586,0.28021729289271163,0.049220737913486,0.08373351369631382,0.49945214110864167
3,2,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.1,0.6710883737776168,0.27885921231326394,0.09796437659033079,0.1449923502412616,0.4985707958901021
4,2,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.2,0.6281238681637088,0.2820280669986419,0.19815521628498728,0.23276667289370448,0.4986978613070506
5,2,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.3,0.5850914523723288,0.2829548026861843,0.2981870229007634,0.290371288087034,0.4987295873997488
6,2,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 10}",0.5,0.4989134371604491,0.2835929011227816,0.49809160305343514,0.36141241633971843,0.49866605469127456
0,2,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.01,0.710974284679464,0.2828054298642534,0.009939567430025446,0.01920417882931326,0.49995396093020267
1,2,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.02,0.7068544005795002,0.28846153846153844,0.020276717557251907,0.03789004457652303,0.5001858271330563
2,2,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.05,0.6931591814559942,0.27840651878678135,0.04890267175572519,0.08319242475481907,0.49922981689052087
3,2,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.1,0.6740764215863817,0.29379809868718876,0.10321246819338423,0.1527597975756149,0.5022391454890971
4,2,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.2,0.6330134009416878,0.29425079221367134,0.20674300254452926,0.24285447412665795,0.5047006151963153
5,2,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.3,0.5896640709887722,0.2905757187051988,0.3062181933842239,0.2981919547795114,0.5043432739073018
6,2,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 50}",0.5,0.5006338283230714,0.28531329228540386,0.5011132315521628,0.3636048926840526,0.5007781347634233
0,2,RandomForest,"{'criterion': 'gini', 'max_depth': 10, 'n_estimators': 100}",0.01,0.7107931908728722,0.2737556561085973,0.00962150127226463,0.018589645106775233,0.4997316367120817
